Title,Protein Type,Effort,Prep (min),Cook (min),Servings Base,Core,Instructions,Ingredients
"Gnocchi alla sorrentina",vegetarian,medium,30,40,4,yes,"Lessare le patate per 30-40 min. Soffriggere aglio in olio, aggiungere passata, salare, unire basilico e cuocere 30 min. Setacciare farina a fontana, schiacciare le patate calde al centro, unire uovo e sale. Impastare velocemente. Formare bigoli di 2-3 cm, tagliare a gnocchi e rigare. Lessare in acqua salata: scolare appena salgono a galla. Condire a strati in pirofila: sugo, gnocchi, mozzarella a dadini, parmigiano. Gratinare in forno statico 250°C grill per 5 minuti.",Patate rosse|250|g;Farina 00|75|g;Uova|0.25|piece;Sale fino|1|g;Semola|10|g;Passata di pomodoro|150|g;Basilico|1.5|foglie;Aglio|0.25|spicchio;Olio extravergine d'oliva|10|ml;Mozzarella|62.5|g;Parmigiano Reggiano DOP|17.5|g
